user,churn,age,housing,purchases_partners,cc_application_begin,app_downloaded,web_user,android_user,payment_type,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
69255,1,30.0,na,0,0,0,1,0,Weekly,Cancer,0,0,0.0,0
32278,0,28.0,na,43,6,1,0,1,Bi-Weekly,Pisces,0,0,2.23,0
17796,1,33.0,R,64,4,1,1,1,Semi-Monthly,Sagittarius,1,0,0.47,1
67520,1,30.0,na,0,0,0,1,0,Bi-Weekly,Gemini,0,1,0.0,0
5367,0,38.0,R,0,4,1,1,1,Weekly,na,0,0,2.3,1
19162,0,44.0,O,30,11,1,1,1,Semi-Monthly,Cancer,1,0,1.53,0
54252,0,40.0,R,8,4,1,0,1,na,Cancer,0,0,2.03,0
35105,0,37.0,R,53,4,1,0,0,Semi-Monthly,Scorpio,0,0,2.17,1
12005,1,41.0,R,0,4,1,1,0,Bi-Weekly,Leo,0,0,2.23,1
60959,0,37.0,O,4,0,1,0,1,Bi-Weekly,Sagittarius,0,0,0.13,0
4961,1,34.0,na,0,1,1,1,1,Bi-Weekly,Aries,1,0,0.4,0
24369,0,32.0,na,60,2,1,1,1,Bi-Weekly,Leo,1,0,1.13,0
44657,0,25.0,R,21,7,1,1,0,na,na,0,0,1.0,1
4590,1,48.0,na,0,9,1,1,0,Bi-Weekly,Capricorn,0,0,1.63,0
63170,0,32.0,na,0,0,1,1,0,Bi-Weekly,Virgo,0,0,0.0,0
53623,0,32.0,na,3,0,1,1,0,Bi-Weekly,Gemini,1,0,0.03,0
12815,0,29.0,na,0,0,1,0,1,Bi-Weekly,Virgo,0,0,0.63,0
4772,1,29.0,R,46,13,1,1,1,na,Libra,0,0,0.9,1
28821,1,31.0,R,0,0,1,1,1,Bi-Weekly,Gemini,0,1,1.33,0
45541,0,28.0,na,40,7,1,0,1,na,Aquarius,0,0,0.61,0
5903,0,43.0,R,8,4,1,1,0,Semi-Monthly,Taurus,0,0,1.9,0
62440,1,48.0,na,0,0,0,1,0,Semi-Monthly,Libra,0,0,0.0,0
43266,1,27.0,na,0,0,1,1,0,na,Aries,0,0,0.0,0
59434,1,33.0,R,3,0,1,1,1,Monthly,Cancer,1,0,1.0,0
26050,0,35.0,na,2,0,1,1,0,Weekly,Aquarius,0,0,0.1,0
18542,0,51.0,R,8,4,1,1,0,Bi-Weekly,Gemini,1,0,1.93,0
32234,1,26.0,na,3,3,1,0,1,Bi-Weekly,Pisces,1,0,0.37,0
3211,1,29.0,O,0,4,1,1,1,Bi-Weekly,Leo,1,1,2.33,0
27131,0,22.0,O,96,4,1,1,1,Weekly,na,0,0,1.47,1
37105,1,27.0,R,23,0,1,1,1,na,Gemini,0,0,0.63,0
46178,1,20.0,R,15,14,1,1,0,Bi-Weekly,Leo,0,0,0.77,0
27113,1,52.0,R,0,4,1,1,0,na,Cancer,0,0,1.8,0
10353,1,18.0,na,0,0,1,1,0,Weekly,Sagittarius,0,0,0.0,0
34130,0,22.0,na,13,0,1,0,0,Bi-Weekly,Cancer,0,0,0.13,1
4475,1,31.0,R,65,20,1,1,1,Monthly,Taurus,0,0,1.08,1
22208,0,23.0,na,12,0,1,1,1,Weekly,Aries,0,0,0.0699999999999999,0
52451,0,38.0,R,1,0,1,1,0,Bi-Weekly,Sagittarius,0,0,0.0,1
29346,1,27.0,R,0,3,1,1,0,Bi-Weekly,na,0,0,0.37,1
66677,0,34.0,na,0,0,1,0,0,Bi-Weekly,Aries,0,0,0.0,0
58593,1,25.0,R,17,0,1,0,1,Bi-Weekly,Libra,0,0,0.4,0
60941,1,27.0,na,3,0,1,1,1,Bi-Weekly,Sagittarius,0,0,2.0,0
13274,0,28.0,R,8,4,1,1,1,Monthly,Pisces,0,0,1.77,1
58187,1,21.0,na,1,0,1,1,0,Bi-Weekly,Pisces,0,0,0.13,0
21112,0,37.0,na,19,6,1,1,1,Bi-Weekly,Gemini,0,0,0.68,0
21611,1,30.0,R,54,19,1,1,1,Weekly,Leo,0,0,1.0699999999999998,1
3268,0,24.0,O,8,4,1,1,1,Bi-Weekly,na,0,0,2.17,1
2207,0,24.0,R,42,19,1,0,1,Semi-Monthly,Aries,0,0,1.93,1
58980,1,25.0,na,5,0,1,0,1,Bi-Weekly,Scorpio,0,0,0.0699999999999999,0
18766,0,34.0,na,57,8,1,1,1,Bi-Weekly,Aquarius,0,0,1.23,1
21557,0,25.0,R,0,8,1,0,1,na,Libra,0,0,2.03,0
66519,1,30.0,R,0,0,1,1,0,Monthly,Cancer,0,0,0.0,0
38759,0,44.0,R,20,9,1,1,0,Bi-Weekly,Virgo,1,0,1.4300000000000002,0
38754,1,45.0,O,0,16,1,1,1,Bi-Weekly,Pisces,0,0,1.37,0
46909,1,28.0,R,39,4,1,0,0,Weekly,Pisces,0,0,1.0699999999999998,1
9622,0,25.0,na,27,1,1,1,1,Bi-Weekly,Scorpio,1,0,0.5700000000000001,1
54708,0,29.0,na,2,0,1,0,0,Monthly,Pisces,0,0,0.13,0
45694,1,37.0,na,2,0,1,0,1,Bi-Weekly,Taurus,0,0,0.0,0
7552,0,21.0,R,48,4,1,0,1,Weekly,Cancer,0,0,0.83,1
62543,0,36.0,na,4,0,1,0,1,Monthly,Cancer,0,0,0.25,1
19563,1,20.0,na,33,4,1,0,1,na,Virgo,0,1,0.37,0
60286,1,42.0,na,2,0,1,1,0,Monthly,Cancer,0,0,0.0,0
33953,0,22.0,R,8,12,1,1,0,Bi-Weekly,Leo,0,0,1.47,0
7050,0,28.0,O,90,2,1,0,1,Semi-Monthly,Aries,0,0,1.83,1
18948,0,26.0,R,100,4,1,1,0,Bi-Weekly,Libra,0,0,2.2,0
30640,1,24.0,na,29,5,1,0,0,Bi-Weekly,Sagittarius,0,0,0.97,0
53603,0,38.0,na,28,5,1,0,1,Monthly,Sagittarius,0,0,0.67,1
64662,1,20.0,na,1,0,1,0,1,Bi-Weekly,Cancer,1,0,0.0,0
65512,1,32.0,na,0,0,0,1,0,Weekly,Sagittarius,0,0,0.0,0
31854,0,34.0,R,50,13,1,1,1,Semi-Monthly,Leo,0,0,0.93,1
60329,1,23.0,na,2,0,1,1,1,Bi-Weekly,Gemini,0,0,0.33,0
32716,1,22.0,R,0,0,1,0,1,Bi-Weekly,Cancer,0,0,0.37,1
56921,0,28.0,na,0,2,1,0,1,Monthly,Aquarius,0,0,0.4,0
19518,0,21.0,R,80,23,1,0,1,Weekly,Scorpio,0,0,1.9,1
50723,1,32.0,R,0,0,1,0,0,na,Cancer,0,0,0.8,0
4408,1,39.0,na,0,5,1,0,1,Weekly,Leo,0,0,1.4,0
40070,0,27.0,na,61,7,1,0,1,Weekly,Scorpio,1,0,1.53,0
54291,1,34.0,na,1,0,1,0,1,Monthly,Aries,1,0,0.05,0
43383,1,27.0,R,0,16,1,1,1,Bi-Weekly,Sagittarius,0,0,1.87,0
4212,0,30.0,O,8,11,1,1,0,na,Capricorn,0,0,2.23,0
3715,1,22.0,R,0,10,1,1,1,Bi-Weekly,Sagittarius,0,0,0.8,0
13846,0,43.0,na,0,3,1,0,1,na,Scorpio,0,0,0.23,0
55908,1,34.0,O,0,2,1,1,1,Bi-Weekly,Virgo,0,0,1.73,0
44020,0,24.0,R,58,6,1,0,0,Bi-Weekly,Leo,0,0,0.97,1
18663,1,29.0,R,0,7,1,1,1,Bi-Weekly,Gemini,1,0,1.4300000000000002,0
39537,1,46.0,na,52,4,1,1,0,Monthly,Cancer,0,0,1.1,1
28444,1,27.0,R,0,4,1,1,1,Bi-Weekly,Libra,0,0,1.73,0
40720,1,47.0,R,0,4,1,1,1,Bi-Weekly,Libra,0,0,1.63,0
20578,1,28.0,na,0,11,1,1,0,Bi-Weekly,Aquarius,0,1,1.5699999999999998,0
37537,0,49.0,R,8,23,1,0,0,Monthly,Aries,0,0,1.83,1
52762,1,34.0,R,0,7,1,0,0,na,Pisces,0,1,1.4,0
31649,1,24.0,R,0,9,1,0,1,Bi-Weekly,Taurus,0,0,0.6,0
57485,0,34.0,na,3,5,1,0,0,Bi-Weekly,Sagittarius,0,0,0.06,1
54044,1,27.0,na,2,1,1,0,0,Semi-Monthly,Gemini,0,0,0.7,0
34315,0,49.0,na,0,11,1,1,0,Bi-Weekly,Virgo,0,0,1.2,0
2701,1,32.0,R,91,26,1,1,1,Bi-Weekly,Taurus,1,0,1.53,1
58921,0,36.0,na,13,3,1,0,1,Bi-Weekly,Cancer,0,0,0.3,1
63380,1,28.0,na,0,0,1,1,1,Bi-Weekly,Taurus,0,0,0.0,0
29789,1,30.0,R,0,21,1,1,0,Weekly,Pisces,0,0,1.5699999999999998,1
67728,0,45.0,na,5,1,1,0,0,Bi-Weekly,Sagittarius,0,0,0.75,0
25449,0,35.0,R,0,4,1,1,0,Bi-Weekly,Libra,0,0,2.2,1
54719,1,24.0,R,29,17,1,1,1,Bi-Weekly,Aries,0,0,0.93,1
63896,1,30.0,na,0,0,0,1,0,Bi-Weekly,Libra,0,0,0.0,0
11116,1,21.0,R,0,3,1,0,1,Weekly,Libra,0,0,1.53,1
261,1,22.0,na,0,8,1,0,1,Bi-Weekly,Libra,0,0,1.33,0
2179,0,34.0,R,3,3,1,1,1,Bi-Weekly,Aquarius,0,0,1.97,1
32182,0,28.0,na,5,1,1,0,1,Bi-Weekly,Cancer,0,0,0.15,1
1498,1,33.0,na,7,0,1,1,1,Bi-Weekly,Libra,0,0,0.1,0
22937,0,26.0,R,44,15,1,1,1,Bi-Weekly,Capricorn,0,0,0.86,0
37474,1,32.0,R,8,25,1,1,0,Monthly,Scorpio,0,0,1.03,1
45322,0,26.0,R,86,18,1,1,0,Bi-Weekly,Taurus,1,0,1.2,1
45568,1,22.0,R,0,0,1,0,1,Bi-Weekly,Gemini,0,0,0.8,0
60044,1,46.0,na,0,0,0,1,0,Bi-Weekly,Virgo,1,0,0.0,0
32739,0,34.0,R,20,3,1,0,0,Bi-Weekly,Sagittarius,0,0,0.6,1
68165,1,29.0,O,0,0,1,1,0,Bi-Weekly,Taurus,0,0,0.0,0
45698,0,45.0,R,37,4,1,1,0,na,Scorpio,0,0,1.17,0
12560,0,25.0,R,0,1,1,0,1,Semi-Monthly,Cancer,0,0,1.33,1
29574,1,35.0,na,51,7,1,0,0,Semi-Monthly,na,0,0,0.73,1
22298,0,34.0,R,73,3,1,1,1,Bi-Weekly,Aquarius,0,0,1.63,0
5130,1,39.0,na,11,0,1,1,0,Weekly,Leo,0,0,0.3,0
21059,0,28.0,R,90,4,1,1,1,na,Cancer,0,0,1.63,0
7131,0,20.0,R,48,14,1,1,1,Bi-Weekly,Taurus,1,0,0.9,1
27245,0,28.0,R,80,22,1,1,1,na,Gemini,0,0,1.27,1
38611,1,19.0,na,0,0,1,0,1,Bi-Weekly,Taurus,0,0,0.0,0
25861,1,27.0,na,0,1,1,0,1,Weekly,Pisces,0,0,0.33,0
50423,0,45.0,na,90,4,1,1,1,Weekly,Libra,0,0,2.23,1
13069,0,41.0,O,8,4,1,1,1,Weekly,Scorpio,0,0,2.23,0
3329,0,21.0,O,8,13,1,0,1,Bi-Weekly,Virgo,0,0,1.53,0
59247,1,20.0,na,3,0,1,0,1,Bi-Weekly,Pisces,0,0,0.13,0
23525,0,34.0,R,33,2,1,1,1,Bi-Weekly,Virgo,0,0,0.6,0
42214,0,52.0,na,0,0,0,1,0,Bi-Weekly,na,0,0,0.0,0
30439,0,30.0,na,8,20,1,1,0,Weekly,Virgo,0,0,2.2,1
55624,0,31.0,na,33,0,1,1,1,Bi-Weekly,Pisces,0,0,0.79,0
44185,0,34.0,na,24,5,1,1,1,Bi-Weekly,Scorpio,0,0,1.0,1
48477,0,40.0,na,5,4,1,1,1,Weekly,Leo,0,0,2.23,0
59859,1,21.0,na,1,0,1,0,1,Bi-Weekly,na,0,0,0.0,0
51362,0,46.0,na,8,1,1,0,0,Weekly,Aquarius,0,0,0.04,0
12720,0,22.0,R,50,12,1,1,1,Weekly,Capricorn,0,0,0.8800000000000002,1
51855,1,22.0,na,10,2,1,0,1,Bi-Weekly,Aries,0,0,0.1,0
56847,0,21.0,R,48,10,1,0,1,Bi-Weekly,Virgo,0,0,0.93,0
40118,0,30.0,O,80,15,1,1,1,na,Taurus,0,0,1.87,1
26519,1,20.0,na,3,1,1,1,1,Weekly,na,1,0,0.13,0
58479,0,44.0,R,18,15,1,1,1,Semi-Monthly,Aquarius,0,0,1.0,0
8690,1,24.0,R,10,11,1,1,1,Bi-Weekly,Scorpio,0,0,0.43,1
15496,1,29.0,R,0,22,1,1,1,Bi-Weekly,Leo,0,0,2.27,0
19960,0,34.0,O,48,4,1,1,1,Bi-Weekly,Aquarius,0,0,1.17,0
63751,1,30.0,na,2,0,1,1,0,na,Aquarius,0,0,0.0699999999999999,0
36258,0,32.0,R,25,3,1,1,0,Weekly,Cancer,0,0,0.93,1
50164,0,25.0,R,79,9,1,0,0,na,Capricorn,0,0,1.53,1
20259,1,24.0,R,0,5,1,0,1,Bi-Weekly,Aries,0,0,1.4300000000000002,0
35962,0,24.0,R,26,3,1,0,0,na,Aries,0,0,0.56,0
43080,0,35.0,R,7,2,1,1,1,Bi-Weekly,Cancer,0,0,1.33,1
34755,1,24.0,R,0,25,1,0,0,Bi-Weekly,Cancer,0,0,1.87,1
613,0,34.0,R,58,26,1,1,1,Weekly,Pisces,1,0,1.63,0
26884,0,48.0,R,40,4,1,0,0,Weekly,Gemini,0,0,0.7,1
21985,0,25.0,R,55,7,1,1,0,na,Virgo,0,0,1.1,1
48905,0,30.0,R,60,4,1,1,0,Bi-Weekly,na,0,0,2.2,1
15138,0,37.0,R,0,14,1,1,1,Bi-Weekly,Aries,0,0,1.83,0
19446,1,34.0,na,0,1,1,0,1,Weekly,Aquarius,0,0,0.0699999999999999,1
68781,1,23.0,R,6,1,1,0,0,Bi-Weekly,Libra,1,0,0.77,0
66477,1,19.0,na,1,0,1,0,0,Weekly,Virgo,0,0,0.0699999999999999,0
30678,1,27.0,R,0,8,1,1,0,Bi-Weekly,Gemini,0,0,2.03,0
49201,0,30.0,R,45,4,1,1,0,Bi-Weekly,Scorpio,0,0,1.13,1
61284,1,27.0,na,0,0,1,1,0,Bi-Weekly,Aquarius,0,0,0.0,1
51817,0,53.0,O,0,0,1,1,1,Monthly,Virgo,0,0,0.27,0
34898,0,50.0,na,52,19,1,1,1,Bi-Weekly,Capricorn,0,0,1.73,0
26799,0,19.0,R,75,17,1,1,0,Semi-Monthly,Cancer,1,0,1.6,0
43903,1,32.0,na,5,1,1,0,1,Bi-Weekly,Aries,1,0,0.0699999999999999,0
43688,1,22.0,na,43,5,1,1,1,Weekly,Cancer,0,0,0.7,1
38893,1,43.0,R,84,14,1,1,0,Bi-Weekly,Leo,0,0,0.63,1
37926,0,31.0,na,12,1,1,1,1,Weekly,Sagittarius,0,0,0.47,0
48825,0,41.0,na,29,3,1,1,1,Semi-Monthly,Aries,0,0,0.79,0
28328,1,20.0,R,40,5,1,1,1,na,Aquarius,0,0,0.87,1
65963,0,38.0,na,0,0,0,1,0,Bi-Weekly,Aquarius,0,0,0.0,0
23132,1,28.0,R,9,0,1,0,0,Bi-Weekly,na,0,0,0.67,0
62791,0,31.0,na,0,0,1,0,0,Bi-Weekly,Libra,0,0,0.0699999999999999,0
61088,1,30.0,na,0,0,1,1,1,Bi-Weekly,Aquarius,0,1,0.0,0
52535,0,30.0,na,1,0,1,0,1,Bi-Weekly,Aquarius,1,0,0.0,1
11720,1,33.0,R,0,4,1,1,0,Bi-Weekly,Leo,0,0,0.8,1
42848,0,36.0,na,14,2,1,0,0,Monthly,Virgo,0,0,0.3,0
4572,0,38.0,R,61,4,1,1,1,Bi-Weekly,na,1,0,1.9,1
48801,1,21.0,na,0,2,1,0,1,Bi-Weekly,Pisces,0,0,0.73,0
65543,0,28.0,na,0,0,0,1,0,Bi-Weekly,na,0,0,0.0,0
52547,0,23.0,na,0,0,1,1,1,Bi-Weekly,Aquarius,1,0,0.0,0
8827,0,36.0,R,0,5,1,1,1,Bi-Weekly,Scorpio,0,0,1.83,0
21322,0,38.0,na,35,19,1,1,1,Weekly,Gemini,0,0,0.83,1
68013,1,27.0,R,24,1,1,1,1,Weekly,Leo,0,0,0.6,0
49528,0,34.0,na,2,0,1,1,0,Weekly,na,0,0,0.03,0
46228,1,28.0,O,0,2,1,1,1,Bi-Weekly,Aquarius,0,0,1.77,0
64587,1,35.0,na,3,0,1,1,0,Bi-Weekly,Cancer,0,0,2.0,0
23957,0,25.0,na,31,1,1,0,1,Bi-Weekly,Libra,0,0,1.13,1
43590,0,30.0,R,4,3,1,1,0,Bi-Weekly,Taurus,0,0,0.13,0
36492,1,28.0,na,0,0,0,1,0,na,Gemini,0,0,0.0,0
9626,0,41.0,na,69,7,1,1,1,Bi-Weekly,Cancer,0,0,1.67,1
22339,0,31.0,R,0,4,1,1,0,na,Scorpio,1,0,1.83,0
58065,0,25.0,na,10,4,1,1,0,Weekly,na,0,0,0.47,0
1928,0,28.0,R,8,18,1,0,0,Bi-Weekly,Cancer,0,0,2.03,0
36842,0,38.0,na,94,8,1,1,1,na,Aquarius,0,0,1.3,0
31548,0,24.0,O,8,15,1,1,0,Bi-Weekly,Gemini,0,0,2.13,1
17871,0,45.0,na,33,0,1,1,1,na,Gemini,0,0,0.6599999999999999,0
68448,1,20.0,na,3,0,1,1,1,Bi-Weekly,Taurus,0,0,0.0,0
20304,0,27.0,na,40,3,1,0,1,Bi-Weekly,Aquarius,0,0,0.97,0
50130,1,34.0,na,0,1,1,1,1,Weekly,Aquarius,0,0,0.67,0
24267,0,28.0,R,64,7,1,0,1,Bi-Weekly,Aries,1,0,0.83,0
50496,1,26.0,R,0,5,1,1,1,Bi-Weekly,Pisces,0,0,0.8,0
47449,1,31.0,na,3,0,1,0,1,Bi-Weekly,Libra,0,0,0.13,0
1210,0,28.0,O,22,3,1,0,1,Weekly,Cancer,0,0,0.8,0
9029,1,38.0,na,63,5,1,1,1,na,Libra,1,0,0.7,0
23352,0,27.0,na,23,1,1,0,0,Bi-Weekly,Libra,0,0,0.5,1
39133,1,38.0,R,24,1,1,0,1,na,Libra,0,0,0.67,1
25235,0,32.0,O,8,4,1,1,1,Bi-Weekly,Aquarius,0,0,2.13,1
18098,0,28.0,R,8,10,1,0,1,Weekly,Cancer,1,0,2.1,1
43904,0,31.0,R,47,12,1,1,0,Bi-Weekly,Leo,0,0,0.63,0
29790,0,35.0,R,37,17,1,1,1,Bi-Weekly,Aquarius,0,0,1.13,1
3200,0,31.0,O,8,12,1,0,0,Bi-Weekly,Virgo,1,0,1.93,0
28073,1,21.0,R,0,12,1,1,1,Bi-Weekly,Leo,1,0,1.5699999999999998,0
48061,1,48.0,na,0,0,1,1,0,Bi-Weekly,Aries,0,0,0.13,0
13221,0,36.0,R,0,17,1,1,1,na,Sagittarius,1,0,2.3,0
17883,0,29.0,R,53,10,1,0,0,Weekly,Pisces,1,0,1.13,0
17655,1,43.0,na,14,25,1,0,0,na,Cancer,0,0,0.8,1
30862,1,34.0,R,8,4,1,1,0,Bi-Weekly,Taurus,0,0,1.6,1
49401,0,35.0,O,0,11,0,0,0,Weekly,na,0,0,1.33,0
9319,1,24.0,na,10,1,1,0,0,na,Leo,0,0,0.1,0
17909,1,23.0,R,0,4,1,0,1,Monthly,Gemini,0,0,1.2,0
52468,0,24.0,na,20,1,1,1,0,Bi-Weekly,Libra,0,0,0.85,1
20577,0,48.0,na,84,16,1,1,0,Bi-Weekly,Aries,0,0,1.5,1
68841,1,21.0,R,19,4,1,0,1,Weekly,Libra,0,0,1.0,1
7816,1,50.0,na,3,0,1,0,0,Bi-Weekly,Cancer,0,0,0.0699999999999999,0
5798,1,45.0,R,0,16,1,1,0,Semi-Monthly,Aquarius,0,0,2.4,0
38070,0,34.0,R,23,10,1,1,0,Bi-Weekly,Libra,0,0,0.6,0
10787,0,25.0,na,1,0,1,0,1,Bi-Weekly,Capricorn,0,0,0.0,1
39141,0,24.0,na,0,2,1,0,1,Semi-Monthly,Aquarius,0,0,1.4300000000000002,0
4888,1,22.0,R,0,7,1,0,1,Monthly,Libra,0,1,2.17,1
62813,1,33.0,na,0,1,1,1,1,Bi-Weekly,na,0,0,0.0699999999999999,0
35667,0,30.0,na,0,1,1,1,1,Bi-Weekly,Libra,0,0,0.0,0
9556,0,52.0,O,0,16,1,1,1,na,Pisces,0,0,2.1,1
64330,0,32.0,na,0,0,0,1,0,Monthly,Capricorn,0,0,0.0,0
1215,0,25.0,na,66,3,1,1,0,Weekly,Scorpio,0,0,1.4300000000000002,0
31692,0,34.0,R,8,14,1,1,1,Monthly,Leo,1,0,1.83,1
50073,1,51.0,na,0,1,1,0,0,Monthly,Aries,0,0,0.0,0
4879,0,19.0,na,39,4,1,0,0,Bi-Weekly,Libra,0,0,0.77,0
27767,1,49.0,na,0,1,1,1,0,Weekly,Sagittarius,0,0,0.03,0
56354,1,35.0,na,0,0,1,0,1,Monthly,Sagittarius,1,0,0.43,0
11510,0,21.0,na,9,0,1,1,0,Bi-Weekly,Aquarius,1,0,0.2,0
12278,0,38.0,R,35,2,1,0,1,Semi-Monthly,Pisces,0,0,0.6900000000000001,0
31753,0,27.0,R,8,8,1,1,1,Monthly,Aries,0,0,0.97,0
57668,1,29.0,R,0,10,1,0,0,Weekly,Taurus,0,0,1.37,0
61891,1,31.0,na,0,0,1,1,1,Bi-Weekly,Gemini,0,0,0.0,0
49745,0,30.0,R,8,12,1,1,0,na,Pisces,0,0,2.0,1
28086,1,22.0,na,5,5,1,0,0,Bi-Weekly,Taurus,0,0,0.1,0
3525,1,28.0,R,8,11,1,0,1,Bi-Weekly,Leo,0,0,2.07,0
13184,0,25.0,R,93,4,1,0,0,Bi-Weekly,Sagittarius,0,0,2.17,1
32629,0,22.0,R,34,7,1,0,1,Bi-Weekly,Scorpio,0,0,0.6,0
56758,1,53.0,na,13,0,1,1,0,Bi-Weekly,Cancer,0,0,0.91,0
21258,0,26.0,R,65,4,1,1,1,na,Pisces,0,0,1.03,0
8460,0,31.0,R,3,17,1,1,1,Bi-Weekly,Aquarius,0,0,2.17,0
58002,0,47.0,na,26,4,1,1,0,Bi-Weekly,Libra,0,0,0.78,0
44323,0,25.0,R,11,0,1,1,0,Bi-Weekly,Scorpio,0,0,0.6,0
50114,0,21.0,na,76,7,1,0,0,Monthly,Gemini,0,0,1.03,0
8859,1,39.0,R,0,5,1,1,1,Semi-Monthly,Leo,0,0,2.07,0
5129,0,25.0,R,31,2,1,1,1,Bi-Weekly,Sagittarius,0,0,0.9,0
12906,1,30.0,R,1,12,1,1,1,Monthly,Leo,0,0,1.0699999999999998,1
38265,1,28.0,R,0,0,1,0,0,Bi-Weekly,Libra,0,0,0.4,0
56272,0,31.0,R,14,2,1,1,1,Monthly,Sagittarius,0,0,0.5,0
48818,0,26.0,R,68,19,1,1,1,na,Pisces,0,0,0.72,1
56290,1,55.0,O,0,2,1,1,0,Monthly,na,0,0,0.93,0
16992,1,32.0,R,4,3,1,1,1,Monthly,Virgo,1,0,0.83,1
16402,1,22.0,R,0,6,1,0,1,Semi-Monthly,Leo,0,0,0.73,0
20437,0,39.0,na,8,4,1,1,0,Bi-Weekly,Aries,1,0,1.4,1
43151,1,32.0,na,1,0,1,0,1,Bi-Weekly,Virgo,0,0,0.0,0
10584,0,27.0,R,40,9,1,0,1,Weekly,Sagittarius,1,0,0.87,1
47070,0,21.0,R,8,4,1,1,1,Weekly,Leo,1,0,1.9,1
32882,0,25.0,R,8,7,1,1,1,Bi-Weekly,na,1,0,2.13,0
35317,1,28.0,R,0,11,1,0,1,Bi-Weekly,Aquarius,0,0,2.57,0
60476,1,25.0,na,0,0,1,1,1,Monthly,Leo,0,0,0.1,1
36079,0,32.0,na,39,23,1,0,1,Weekly,Libra,0,0,1.6,1
53931,0,25.0,na,19,4,1,1,1,Bi-Weekly,Gemini,0,0,1.33,0
63301,0,19.0,na,1,2,1,0,1,Bi-Weekly,na,0,0,0.0,0
28337,0,35.0,na,28,11,1,0,0,Bi-Weekly,Pisces,0,0,0.86,0
44287,0,21.0,na,2,0,1,0,1,Bi-Weekly,Cancer,0,0,0.0699999999999999,1
39463,0,26.0,R,24,0,1,1,1,Bi-Weekly,Leo,0,0,0.6,0
60071,0,37.0,R,8,0,1,0,1,na,Gemini,0,0,0.5,0
58511,1,26.0,R,19,1,1,0,1,Bi-Weekly,na,1,0,0.37,0
34120,0,30.0,na,40,8,1,1,0,Monthly,Pisces,1,0,0.0,0
61544,0,27.0,na,1,0,1,0,1,Bi-Weekly,Virgo,0,0,0.06,0
5025,0,20.0,na,8,5,1,0,1,Bi-Weekly,Gemini,0,0,1.37,0
39037,0,29.0,na,33,6,1,1,1,Semi-Monthly,Pisces,0,0,1.03,0
33918,1,28.0,R,5,4,1,1,1,Weekly,Cancer,0,0,1.0699999999999998,1
52497,1,25.0,R,7,2,1,0,1,Bi-Weekly,Sagittarius,0,0,0.67,0
14556,0,28.0,R,8,4,1,0,0,na,Taurus,1,0,1.6,1
51603,0,37.0,O,25,12,1,0,1,Bi-Weekly,Sagittarius,0,0,0.9,1
65560,1,30.0,na,0,0,0,1,0,Monthly,Gemini,0,0,0.0,0
16661,1,29.0,R,0,13,1,0,1,Bi-Weekly,Taurus,0,0,2.1,0
39967,0,26.0,na,2,0,1,0,1,Bi-Weekly,Gemini,0,0,0.03,0
21815,0,40.0,na,44,13,1,0,0,Bi-Weekly,Scorpio,0,0,2.13,1
15854,0,50.0,R,67,24,1,1,1,Bi-Weekly,Scorpio,0,0,2.07,1
15597,0,30.0,na,44,4,1,1,0,Weekly,na,0,0,0.73,1
50696,1,34.0,na,4,8,1,0,1,Semi-Monthly,Cancer,1,0,0.47,1
63020,0,47.0,R,0,0,0,0,0,Semi-Monthly,Pisces,0,0,2.2,0
12121,0,42.0,na,0,2,1,0,0,Bi-Weekly,Scorpio,0,0,1.9,0
37224,0,46.0,R,22,9,1,1,0,Bi-Weekly,Virgo,0,0,0.47,1
29210,0,25.0,na,0,0,1,1,1,Bi-Weekly,Taurus,1,0,0.0,1
15647,0,28.0,O,48,18,1,0,1,Bi-Weekly,Gemini,1,0,0.77,0
68835,1,26.0,na,4,0,1,1,0,Bi-Weekly,Leo,0,0,0.0699999999999999,0
55002,0,40.0,R,67,10,1,0,1,na,Libra,0,0,0.83,0
46100,0,21.0,R,54,6,1,0,1,Bi-Weekly,Aquarius,0,0,0.97,1
39821,0,21.0,na,23,2,1,0,1,Bi-Weekly,Scorpio,0,0,0.63,1
36572,0,25.0,R,8,7,1,0,1,Bi-Weekly,Aquarius,0,0,1.5699999999999998,0
65784,0,34.0,na,1,0,1,0,1,Bi-Weekly,Taurus,0,0,0.0,0
46628,1,34.0,na,0,0,1,0,1,Semi-Monthly,Aquarius,0,0,0.0,0
20205,0,27.0,R,0,11,1,1,1,Bi-Weekly,Cancer,0,0,0.77,0
66351,1,17.0,O,1,1,1,1,1,na,Virgo,0,0,0.25,0
11660,0,47.0,na,30,6,1,1,1,na,Virgo,0,0,1.77,0
66988,1,28.0,R,10,0,1,1,0,na,Taurus,0,0,0.1699999999999999,0
14421,0,25.0,R,34,10,1,1,0,Weekly,Taurus,1,0,0.73,1
68798,1,23.0,R,0,0,1,1,0,Bi-Weekly,Aries,0,0,0.0,0
65917,0,27.0,na,0,0,0,1,0,na,Virgo,0,0,0.0,0
2004,1,27.0,R,8,27,1,1,0,Bi-Weekly,na,0,0,1.83,0
37148,0,29.0,na,14,2,1,0,0,Bi-Weekly,Pisces,0,0,0.3,0
16390,1,54.0,na,0,4,1,1,1,Semi-Monthly,Taurus,0,0,1.7,0
37997,0,45.0,R,23,5,1,1,1,Bi-Weekly,Aries,0,0,0.97,1
